name,number,@name,followers,er,country,domain,potential_reach
Oumaima Bouhsina,383,"Oumaima Bouhsina
 @oumaimabouhsina",426.1K,7.3%,Morocco,"Education,  , Upskilling,  , Marketing and Advertising",127.8K
Badr RHAZI -  ,384,"Badr RHAZI - بدر غازي
 @badr_masterchef",425.3K,4.18%,Morocco,"Food,  , Food and Drink",127.6K
  ,385,"لآلة البرگاگة 😇
 @lbergaga.officiel",423.2K,0.2%,Morocco,"Fashion and Accessories,  , Modeling",126.9K
 ,386,"نهيلة ♋️
 @nouhailaelkalai_official",421K,0.84%,Morocco,"Entertainment and Music,  , Music",126.3K
Anouar Farhat,387,"Anouar Farhat
 @anouarfarhat",420K,6.82%,Morocco,"Fashion,  , Music,  , Entertainment",126K
Art of cooking,388,"Art of cooking👩‍🍳
 @art.ofcooking1",418.1K,0.4%,Morocco,Food,125.4K
amine_lhrache,389,"amine_lhrache
 @amine_lhrache",416.6K,4.84%,Morocco,Photography,125K
Rim Kadiri  ,390,"Rim Kadiri ريم القادري
 @rimkadiriofficiel",416.4K,0.35%,Morocco,,124.9K
"Achraf Lazaar ""AL""",391,"Achraf Lazaar ""AL""
 @achraf_lazaar_official",416.1K,3.9%,Morocco,"Sports,  , Soccer",124.8K
Roukhe,392,"Roukhe
 @drissroukhe",414.6K,0.15%,Morocco,Education,124.4K
Chadidi-Ayman,393,"Chadidi-Ayman
 @chadidi.yt",412.6K,4.28%,Morocco,Entertainment and Music,123.8K
Moroccans Titiz ,394,"Moroccans Titiz 😍
 @moroccanstitiz",412.4K,0.14%,Morocco,,123.7K
Abdelhanine Amahri,395,"Abdelhanine Amahri
 @chefamahri",412.3K,1.67%,Morocco,Food,123.7K
Manuel Marouan Da Costa,396,"Manuel Marouan Da Costa
 @manueldacosta_official",411.1K,1.1%,Morocco,"Sports,  , Soccer",123.3K
Stars Mdinti |  ,397,"Stars Mdinti | ستارز مدينتي
 @stars_mdinti",410.4K,0.2%,Morocco,,123.1K
Fabulous-face,398,"Fabulous-face
 @amazzing55",410.3K,0.01%,Morocco,Beauty and Self Care,123.1K
Douly,399,"Douly👑🤍
 @douly_cilve",410K,0.77%,Morocco,Beauty and Self Care,123K
Issam Erraki,400,"Issam Erraki
 @erraki99",408K,4.69%,Morocco,"Sports,  , Soccer",122.4K
  loujdiaa,401,"الوجدية ❤ loujdiaa
 @lmgharba_official",407.8K,0.3%,Morocco,Entertainment and Music,122.3K
 ,402,"القائدة طامو
 @qayda_tamo_officiel",406.8K,0.12%,Morocco,,122.1K
Farid Ghannam  ,403,"Farid Ghannam فريد غنام
 @ghannamfarid",406.6K,0.8%,Morocco,"Entertainment and Music,  , Music",122K
Tarek Bereddad |  ,404,"Tarek Bereddad | طارق برداد
 @tarekbereddad",406.4K,0.32%,Morocco,"Entertainment and Music,  , Music",121.9K
AymanSenpai,405,"AymanSenpai
 @aymansenpai",406.1K,13.6%,Morocco,"Fashion,  , Music,  , Singer",121.8K
Rachid El Idrissi,406,"Rachid El Idrissi
 @rachidelidrissiofficiel",405.7K,0.81%,Morocco,"Television,  , News Personality",121.7K
Fatiha Amin,407,"Fatiha Amin
 @fatihaamineofficiel",405.1K,0.5%,Morocco,"Entertainment and Music,  , Music,  , Celebrity",121.5K
,408,@yassine_cavalier,404.2K,4.2%,Morocco,"Animals,  , Outdoor Activity,  , Home and Garden",121.2K
Simo Joker,409,"Simo Joker
 @simojoker_officiel",404K,0.1%,Morocco,"Art,  , Beauty",121.2K
,410,@marwanbelbaraka,403.9K,9.39%,Morocco,,121.2K
WISSAL EL KOUTAIBI,411,"•WISSAL EL KOUTAIBI
 @wissal_koutaibi_officiel",403.8K,0.1%,Morocco,,121.1K
Tahra,412,"Tahra
 @tahraofficial",403.7K,1.15%,Morocco,"Entertainment and Music,  , Celebrity,  , Music,  , Singer",121.1K
Houda Touzani,413,"📍Houda Touzani📍
 @touzanihouda9",403.5K,0.6%,Morocco,,121K
Fashion Dressing by amal,414,"Fashion Dressing by amal
 @fashion_dressing_by_amal",402.9K,-,Morocco,Fashion and Accessories,120.9K
tendance.video,415,"tendance.video
 @tendance.video",402.7K,0.2%,Morocco,Funny,120.8K
Nokry,416,"Nokry
 @nokrykhalid_officiel",402.6K,-,Morocco,,120.8K
  :  ,417,"الحساب الرسمي : كريمة شهيبة
 @karimachhibaa",402.4K,0.1%,Morocco,,120.7K
.  ,418,"د. إيمان المخلوفي
 @drimaneelmakhloufi",402.3K,4.25%,Morocco,Fitness and Health,120.7K
M R Y M F A D E L,419,"M R Y M F A D E L
 @rym.fadel",400.9K,1.33%,Morocco,"Design,  , Interior Design,  , Lifestyle",120.3K
Vodkafunky1,420,"Vodkafunky1
 @vfunky1",400.7K,8%,Morocco,"Entertainment and Music,  , Video Gaming",120.2K
Jihane Khammas  ,421,"Jihane Khammas جيهان خماس
 @jihanekhammasofficial",398.8K,1.02%,Morocco,"Acting and Drama,  , Celebrity",119.6K
Tom Brusse,422,"Tom Brusse
 @tombrusse",397.1K,0.6%,Morocco,"Entertainment and Music,  , Outdoor Activity",119.1K
Asmaa Kerdad,423,"Asmaa Kerdad
 @asmaa_kerdad",394.8K,1.49%,Morocco,Acting and Drama,118.4K
Imad Benaomar,424,"Imad Benaomar
 @imadbenaomar",393.1K,0.46%,Morocco,"Entertainment and Music,  , Music,  , Singer,  , Entertainment",117.9K
Amine Filali,425,"Amine Filali
 @amine_filali1",393K,3.03%,Morocco,"Entertainment and Music,  , Arts and Crafts,  , Celebrity",117.9K
rabab Artiste ,426,"🇲🇦👑rabab Artiste 👑🇲🇦
 @rabab_bouabid_officel",393K,0.1%,Morocco,,117.9K
Moroccan.style,427,"Moroccan.style🇲🇦
 @moroccan.style.officiel",391.2K,-,Morocco,Fashion and Accessories,117.3K
  ,428,"𝑯𝒐𝒖𝒅𝒂 𝑯𝑨𝒀𝑨𝑵𝑰 𝑨𝑴𝑰𝑵𝑬
 @houdahayaniamine",389.3K,0.9%,Morocco,"Home and Garden,  , Lifestyle",116.8K
alyaoum24.com - 24,429,"alyaoum24.com - اليوم24
 @alyaoum24i",387.3K,0.1%,Morocco,,116.2K
ROKAYA AYA ABAAKIL,430,"ROKAYA AYA ABAAKIL
 @abaakilaya",387.3K,1.93%,Morocco,"Fitness and Health,  , Parenting,  , Training,  , Coaching",116.2K
abir,431,"abir
 @enjoyyour_makeup",387.1K,0.97%,Morocco,"Beauty,  , Business,  , Celebrities",116.1K
Douja Shahd,432,"Douja Shahd
 @douja1099",387.1K,4.65%,Morocco,,116.1K
The Moroccan Fashion,433,"The Moroccan Fashion
 @the_mroocan_fashion",386.8K,0.17%,Morocco,"Fashion and Accessories,  , Food and Drink,  , Lifestyle,  , Styling",116K
B3a9li_,434,"B3a9li_بعقلي
 @abdelouahed_benomar",385.3K,8.27%,Morocco,Entertainment and Music,115.6K
Yasser Naim,435,"Yasser Naim
 @yasservlogs_",383K,1.37%,Morocco,Entertainment and Music,114.9K
,436,@jihane_sandriila,382.9K,0.4%,Morocco,Entertainment and Music,114.9K
caftan marocaine ,437,"🦋caftan marocaine 🦋🇲🇦♥️
 @fashion__mode__marocaine",382.6K,0.1%,Morocco,,114.8K
Imad Ntifi,438,"Imad Ntifi
 @imad.ntifiofficiel",382.5K,0.92%,Morocco,Entertainment and Music,114.8K
Ziana Saida Miri,439,"Ziana Saida Miri
 @saidamiriofficiel",381.9K,0.83%,Morocco,Beauty and Self Care,114.6K
Story Bdarija,440,"Story Bdarija
 @story_bdarija",381.9K,1.68%,Morocco,,114.6K
  - ali belabess,441,"علي بلعباس - ali belabess
 @alibelabess",381.4K,0.99%,Morocco,"Food,  , Travel,  , Modeling",114.4K
VIP Collection,442,"VIP Collection
 @vipcollection55",380.8K,-,Morocco,,114.2K
 Biziga Officiel,443,"🔴 Biziga Officiel
 @biziga_officiel",379.5K,3.1%,Morocco,,113.9K
Ayoub Africano,444,"Ayoub Africano
 @ayoubafricano1",379.2K,1.98%,Morocco,Fashion,113.8K
Sanae El hamidy,445,"Sanae El hamidy
 @asmae_sweets",379.1K,5.11%,Morocco,Food,113.7K
Hassnae__officiel,446,"Hassnae__officiel
 @hassnae_sihame",377K,0.5%,Morocco,,113.1K
  ,447,"جواد العشماوي 🇲🇦
 @jawad.elachmaoui",376.9K,6.3%,Morocco,,113.1K
sexy world girl,448,"sexy world girl
 @sexy_world_girl_",375.2K,0.2%,Morocco,"Lifestyle,  , Fashion",112.6K
#:  ,449,"#الادمن: محمد الزعبوزي
 @maroc.tv_",374.4K,0.4%,Morocco,Automotive,112.3K
Yassmine Vlog,450,"Yassmine Vlog
 @yassmine.har",374.1K,5.68%,Morocco,"Fashion and Accessories,  , Beauty and Self Care",112.2K
Mme Zafou Ikram ~  ,451,"Mme Zafou Ikram ~ زافو إكرام
 @tester_a_casablanca",373.7K,0.15%,Morocco,"Travel,  , Product Education,  , Lifestyle,  , Food",112.1K
YASSINE JARRAM  ,452,"YASSINE JARRAM ياسين جرام
 @jarramyassine",373.4K,0.62%,Morocco,"Art,  , Coaching,  , Training",112K
MZG,453,"MZG
 @mazgiti_",373.3K,1.74%,Morocco,Product Showcase,112K
  ,454,"💎 فاطمة 💎
 @fatouch_fatma",373.2K,-,Morocco,Romance and Wedding,112K
  ,455,"سـتارز مغـربي 🇲🇦
 @stars_maghribi",373K,0.1%,Morocco,,111.9K
_ |  ,456,"𝑪𝒉𝒂𝒃𝒂𝒃_𝒂𝒍𝒌𝒉𝒂𝒚𝒓 | شباب الخير
 @imad_trend",372.8K,3.61%,Morocco,,111.8K
Halima Mlouki,457,"Halima Mlouki
 @halima_mlouki",372.8K,0.16%,Morocco,Fitness and Health,111.8K
  ,458,"ꪮꪑꪶ 🇲🇦 ♑️
 @omlofficiel07",372.4K,0.66%,Morocco,"Beauty and Self Care,  , Entertainment and Music,  , Modeling,  , Music",111.7K
Moroccan Beauty ,459,"Moroccan Beauty 🇲🇦🇲🇦
 @amal_elachkar",371.3K,1.4%,Morocco,,111.4K
Salma Akesbi |  ,460,"Salma Akesbi | سلمى أقصبي
 @akesbi_salma",370.9K,0.84%,Morocco,,111.3K
H I J A B S T Y L E ,461,"H I J A B S T Y L E 🦋
 @stylehijabi2022",369.5K,-,Morocco,,110.8K
Lina Yahyaoui ,462,"Lina Yahyaoui 🇲🇦🇳🇱
 @linayahyaoui",369.2K,8.05%,Morocco,Fashion and Accessories,110.8K
Hala Aouini,463,"Hala Aouini
 @make_up_by_hala",367.7K,0.3%,Morocco,Beauty and Self Care,110.3K
the_moroccan_inspiration1,464,"the_moroccan_inspiration1
 @the_moroccan__inspirations_",367.5K,0.22%,Morocco,Fashion and Accessories,110.3K
NawfalAlawamlehofficiel,465,"NawfalAlawamlehofficiel
 @nawfalalawamleh",367K,0.96%,Morocco,,110.1K
I KOI,466,"Iᒪᕼᗩᗰᗴ KᗩᖇᗩᗩOᑌI
 @ilhamekaraaoui",363.7K,0.53%,Morocco,"Acting and Drama,  , Entertainment and Music,  , Music",109.1K
Ismail hjila,467,"Ismail hjila
 @ismail.iwi",363.4K,47.24%,Morocco,Arts and Crafts,109K
zin_bladi1,468,"zin_bladi1
 @the_zin_bladi",361.7K,0.6%,Morocco,"Fashion and Accessories,  , Beauty and Self Care",108.5K
Wesal bellahsak,469,"Wesal bellahsak
 @meh_booulaaa",361.4K,5%,Morocco,,108.4K
zineb el morhir,470,"zineb el morhir
 @zinebelmorhir",361.3K,0.6%,Morocco,"Food,  , Product Showcase",108.4K
Outhy.ch,471,"Outhy.ch💙
 @outhy.ch",361K,4.1%,Morocco,"Funny,  , Entertainment and Music",108.3K
Nada Benchekroun ,472,"Nada Benchekrounندى بنشقرون
 @nadamodel",360.5K,2.14%,Morocco,"Fashion and Accessories,  , Entertainment and Music",108.1K
Mohammed Serghini,473,"Mohammed Serghini
 @serghinii",359.7K,0.33%,Morocco,"Entertainment and Music,  , Romance and Wedding",107.9K
Barbie  ,474,"Barbie ❤ باربي
 @lana.barbie96",358.6K,1.3%,Morocco,Modeling,107.6K
S7IRIWI | ,475,"S7IRIWI | صحريوي
 @s7iriwi_10",358.6K,7.8%,Morocco,,107.6K
said et wadie ,476,"said et wadie 🇲🇦
 @said_et_wadie",358.5K,1.79%,Morocco,"Entertainment and Music,  , Funny,  , Acting and Drama,  , Celebrity",107.5K
SKAYMEN ,477,"SKAYMEN 🇲🇦
 @skaymen.official",358.4K,4.48%,Morocco,"Fashion and Accessories,  , Events,  , Lifestyle,  , Modeling",107.5K
STORMY ,478,"STORMY 🌪🇲🇦
 @stormythereal",357.8K,7.86%,Morocco,Entertainment and Music,107.3K
Anass benjelloun-  ,479,"Anass benjelloun-أنس بن جلون
 @yanis_benjelloun__01",357.5K,18.91%,Morocco,"Entertainment and Music,  , Celebrity",107.2K
Dollypran . Alfridoo,480,"Dollypran 💊🇲🇦🦂. Alfridoo🥷🏽
 @dolly_pran",356K,4.31%,Morocco,,106.8K
SOUFIANE ELBAKKALI,481,"SOUFIANE ELBAKKALI
 @soufianeelbakkaliofficiel",355.6K,5.55%,Morocco,Sports,106.7K
Mocci Aalit,482,"Mocci Aalit
 @moccialit",355.1K,12.46%,Morocco,Art,106.5K
,483,@negafa_hiba,355.1K,1.02%,Morocco,Romance and Wedding,106.5K
Fati Ayad1 |  ,484,"Fati Ayad1 | فاتي عياد
 @fati_ayad1",352.3K,0.31%,Morocco,Beauty and Self Care,105.7K
Boussalem Mohammed  ,485,"Boussalem Mohammed بوسالم محمد
 @boussalemofficiel",351.9K,0.54%,Morocco,"Acting and Drama,  , Entertainment and Music,  , Celebrity,  , Modeling",105.6K
,486,"صوفيا👑
 @sophiaoulhyane",349.1K,10.5%,Morocco,,104.7K
Salma & Ayoub,487,"Salma & Ayoub
 @salma_ayoub.officiel",348.8K,0.98%,Morocco,Fashion,104.6K
Hijab Stylefashiion,488,"Hijab Stylefashiion
 @hijabstyle.fashiion",348.3K,0.32%,Morocco,"Fashion and Accessories,  , Beauty and Self Care",104.5K
Niama Amrani  ,489,"🎀Niama Amrani 🎀نعمة عمراني🎀
 @niamaamrani.officiel",347.6K,1.72%,Morocco,,104.3K
Zineb AGHRIB,490,"Zineb AGHRIB
 @zineb_aghrib",347.5K,1.59%,Morocco,"Beauty and Self Care,  , Fashion and Accessories,  , Lifestyle",104.2K
Laila Chini,491,"Laila Chini
 @laila_masterchefmaroc_officiel",347.4K,0.94%,Morocco,Food,104.2K
Oussama El Mekkaoui,492,"Oussama El Mekkaoui
 @ussama_mek",347.1K,1.8%,Morocco,"Entertainment and Music,  , Celebrity",104.1K
Otmane,493,"Otmane
 @elidrissiotmaneoff",345.8K,1.1%,Morocco,"Entertainment and Music,  , Lifestyle,  , Modeling",103.7K
    ,494,"✨ إحسان مكتسي بالله ✨
 @ihsanemouktassibillah",345.8K,0.1%,Morocco,,103.7K
    ||,495,"إِ كْــــــرَ ا مْ ||🕊
 @ikgham.atallah",345.5K,0.4%,Morocco,"Fashion,  , Modeling",103.7K
Moroccan Rap Memes/MRM,496,"Moroccan Rap Memes/MRM
 @moroccan.rap.memes",344.6K,0.28%,Morocco,"Entertainment and Music,  , Funny,  , Life and Society,  , News",103.4K
Shobee ,497,"Shobee 🐺⚔️🇲🇦
 @shobeeshayfeen",343.9K,8.31%,Morocco,"Animals,  , Music,  , Entertainment,  , Singer",103.2K
Sy Mehdi,498,"Sy Mehdi
 @symehdi1_officiel",343.3K,0.21%,Morocco,"Entertainment and Music,  , Parenting",103K
Amal_radi,499,"🎀🌼Amal_radi🎀🇲🇦
 @amal_radi12",343.3K,0.56%,Morocco,Beauty,103K
 ,500,"🌺إيمان البوزيري💎
 @imane_elbouziri",342.9K,4.03%,Morocco,,102.9K
Its hugo baby,501,"It’s hugo baby
 @hugoyannis",342.9K,13.83%,Morocco,"Funny,  , Celebrity",102.9K
MAIMOUNI ART DECO 08,502,"MAIMOUNI ART DECO 08
 @maimouni_artdeco_08",342.4K,0.1%,Morocco,,102.7K
Zouhair El Moutaraji,503,"Zouhair El Moutaraji
 @elmoutaraji_10",342.3K,9.24%,Morocco,,102.7K
Malika Bennani,504,"Malika Bennani
 @peches_gourmands_",341.9K,0.21%,Morocco,"Food,  , Lifestyle",102.6K
tka7ki7,505,"tka7ki7
 @tka7ki7",341.6K,1.2%,Morocco,,102.5K
Khadija Achbar,506,"Khadija Achbar
 @doujadoujaa",341.5K,0.89%,Morocco,Beauty and Self Care,102.4K
Mouna Anouchka,507,"Mouna Anouchka
 @ziana_anouchka",341.2K,0.1%,Morocco,"Beauty and Self Care,  , Romance and Wedding,  , Events",102.4K
Oumayma Taleb,508,"Oumayma Taleb
 @oumaymataleb_",341K,0.32%,Morocco,"Fashion and Accessories,  , family,  , Product Showcase",102.3K
   ,509,"الموضة المغربية للنساء فقط
 @fatimamaghribia1",339.7K,0.2%,Morocco,"Parenting,  , Marketing and Advertising,  , Moms",101.9K
,510,@majdouline_officielle,338.8K,2.7%,Morocco,Marketing and Advertising,101.7K
,511,@yunesadm,337.3K,9.65%,Morocco,"Education,  , Gym,  , Modeling",101.2K
Fatina Tiskat ,512,"Fatina Tiskat 💄🇲🇦🇲🇦🇲🇦
 @fatinatiskatofficiel",336.7K,0.81%,Morocco,"Beauty and Self Care,  , Actors,  , Modeling",101K
Amine ES-SALHI- ,513,"Amine ES-SALHI-أمين الصالحي
 @aminees_salhi",336.3K,21.48%,Morocco,Entertainment and Music,100.9K
Abir El Abed |  ,514,"Abir El Abed | عبير العابد
 @abirelabedofficial",336.3K,0.18%,Morocco,Entertainment and Music,100.9K
Mehdi Hosni Official|,515,"Mehdi Hosni Official🔹️|مهدي
 @marocain_la_fiesta",335.5K,0.51%,Morocco,,100.6K
Wassi Henna,516,"Wassi Henna
 @wassi_henna",335.5K,-,Morocco,Romance and Wedding,100.6K
Soufiane Bernoukh,517,"Soufiane Bernoukh
 @soufs_videos",334.9K,1.5%,Morocco,"Fitness and Health,  , Celebrity",100.5K
Khtek ,518,"Khtek 🐷🇲🇦
 @khtek.17",334.6K,6.23%,Morocco,Fashion,100.4K
Exohydrax,519,"Exohydrax
 @exohydrax4",333.9K,10.9%,Morocco,,100.2K
Abdelhak El Jamai,520,"Abdelhak El Jamai
 @abdelhakeljamai",333.8K,16.33%,Morocco,Entertainment and Music,100.1K
Faiza Tahri |  ,521,"Faiza Tahri | فائزة الطاهري
 @faizatahri58",333.4K,2.4%,Morocco,"Education,  , Entertainment and Music",100K
HOYAM LAMSISI,522,"HOYAM LAMSISI
 @hoyam_lamsisi",332.5K,0.18%,Morocco,Acting and Drama,99.8K
Mbark Boussoufa,523,"Mbark Boussoufa
 @mbarkboussoufa14",332.4K,9.6%,Morocco,Soccer,99.7K
Abdellah Toukouna,524,"Abdellah Toukouna
 @baderrwena_",331.9K,0.3%,Morocco,,99.6K
hanaa.el,525,"hanaa.el
 @hanaa.el7",331.1K,4.2%,Morocco,Art,99.3K
CreammY EXP,526,"CreammY EXP🖤
 @conancream",330.8K,9.5%,Morocco,,99.2K
Karima OULHOUS |  ,527,"Karima OULHOUS | كريمة أوالحوس
 @karimaoulhous",329K,1.49%,Morocco,Acting and Drama,98.7K
nada.Mhia,528,"nada.Mhia
 @nada_mhiaoui_48",328.4K,3.42%,Morocco,,98.5K
MGHARBA |  | MA ,529,"MGHARBA | مغاربة | MA 🇲🇦
 @mgharba1",327.9K,0.19%,Morocco,"Entertainment and Music,  , Fashion and Accessories",98.4K
   ,530,"حيل وأفكار مع فدوى
 @fadwa_channel",327.7K,1.36%,Morocco,"Education,  , Beauty and Self Care,  , Home and Garden",98.3K
Badr-eddine sakouat |   ,531,"Badr-eddine sakouat | بدر الدين سكواط
 @badr_eddine_sakouat",327.4K,2.29%,Morocco,"Fashion and Accessories,  , Arts and Crafts,  , Celebrity",98.2K
MARRAKECH BEST OF,532,"MARRAKECH BEST OF
 @marrakechbestof",327.3K,2.29%,Morocco,"Travel,  , Lifestyle",98.2K
Mizox Faidy,533,"Mizox Faidy🆗
 @mizox_faidy",327K,3.21%,Morocco,"Entertainment and Music,  , Coaching,  , Gym",98.1K
HOUDA BELKORCHI |   ,534,"HOUDA BELKORCHI | هدى بلقُرشي ♡
 @houda_belkorchi_",326.7K,8.49%,Morocco,"Education,  , Travel",98K
RIHAB,535,"RIHAB❤️🇲🇦
 @rihab_hb2",326.4K,1.3%,Morocco,,97.9K
 ,536,"𝐻𝐴𝐹𝑆𝑆𝐴 𝐶𝑂𝑂𝐾𝐼𝑁𝐺
 @hafssa_cooking",326.2K,0.8%,Morocco,"Food,  , Cooking,  , Chef",97.9K
CURVA SUD CASA,537,"CURVA SUD CASA
 @curva.sud.casa49",326K,1.16%,Morocco,,97.8K
Anoir eljazouli,538,"Anoir eljazouli
 @anoir_eljazouli",325.3K,0.5%,Morocco,Fashion and Accessories,97.6K
Riyad Al Caftan By F E N N A,539,"Riyad Al Caftan By F E N N A
 @riyadalcaftan",324.6K,0.01%,Morocco,Fashion and Accessories,97.4K
E T T A LEBOuallah C'est Moi,540,"E T T A LEB💎Ouallah C'est Moi💡
 @ayoubettaleb.officiel",324.2K,6.8%,Morocco,Modeling,97.2K
 ,541,"مغربيــة شـــو
 @maghrebia_show",323.9K,0.1%,Morocco,,97.2K
Rajoua ,542,"Rajoua 👸🏼
 @rajoua_channel",323.3K,2.49%,Morocco,Fashion and Accessories,97K
adil belhajjam,543,"adil belhajjam
 @belhajjamadil",322.5K,0.66%,Morocco,Pets,96.8K
Soukaina ElAouad,544,"Soukaina ElAouad
 @soukaina_elaouad",322.4K,0.05%,Morocco,Education,96.7K
  |et_maroc.news,545,"إتي ماروك نيوز|et_maroc.news
 @et_maroc.news",322K,0.3%,Morocco,,96.6K
Yousri Marrakchi,546,"Yousri Marrakchi
 @yousri_marrakchi",321.4K,0.88%,Morocco,Entertainment and Music,96.4K
Kaoutar Msiyeh,547,"Kaoutar Msiyeh
 @kaoutarmsiyeh",321.4K,10.1%,Morocco,"Fashion,  , Beauty,  , Fashion and Accessories",96.4K
Abdel Mounaim Chaif Official,548,"Abdel Mounaim Chaif Official
 @abdelmounaimchaif",319.9K,0.24%,Morocco,"Sports,  , Celebrity,  , Home and Garden,  , Music",96K
 ,549,"جوق الانتصار
 @nouraelamriofficiel",319.7K,1.5%,Morocco,,95.9K
Issam Sarhan ||  ,550,"Issam Sarhan || عصام سرحان
 @issamsarhan",317.5K,0.08%,Morocco,"Arts and Crafts,  , Entertainment and Music",95.2K
Moroccan Star Official ,551,"Moroccan Star Official 🇲🇦
 @moroccanstaroff",317.2K,2.11%,Morocco,"Fashion and Accessories,  , Music",95.2K
TecnoAndroidiphone  ,552,"TecnoAndroidiphone مروان سلامة
 @tecnoandroidiphone",315.7K,1.3%,Morocco,Education,94.7K
YOUSSEF AABOU,553,"YOUSSEF AABOU
 @misahax",315.3K,2.17%,Morocco,Fashion,94.6K
El Hassane Tazi,554,"El Hassane Tazi
 @drtazi",314.7K,-,Morocco,,94.4K
#EGTTEAM,555,"#EGTTEAM
 @elgrandetototeam",314.6K,4.7%,Morocco,,94.4K
Souhail Echaddini,556,"Souhail Echaddini
 @souhail_e",313.9K,7.61%,Morocco,,94.2K
 -hassan elbaz,557,"حسن الباز-hassan elbaz
 @khafanzarban1",313.4K,4.7%,Morocco,Food,94K
 ,558,"نكهة مغربية
 @nakeha_maghribia",313.4K,0.3%,Morocco,Education,94K
  ,559,"اسماء مولى الضهرة
 @mouladdahra_asmaa",313K,0.77%,Morocco,"Fashion and Accessories,  , Gym,  , Modeling",93.9K
Nadia Ait Mouh,560,"Nadia Ait Mouh
 @nadiaaitofficiel",312.9K,3.6%,Morocco,Acting and Drama,93.9K
 Simo Lkhtib,561,"🇲🇦سيمو الخطيب🇲🇦Simo Lkhtib🇲🇦
 @lkhtib_officiell",312.8K,17.45%,Morocco,"Entertainment and Music,  , Celebrity",93.8K
Leyla officiel,562,"Leyla officiel
 @leyla_officiel1",312.8K,1.15%,Morocco,,93.8K
 ,563,"لالة البركاكة
 @lbergaga_off",312.5K,0.4%,Morocco,,93.7K
Yousra maimouni,564,"Yousra maimouni
 @yousramaimouni",312.4K,0.61%,Morocco,"Finance,  , Education",93.7K
,565,@azizlakbiche,312.3K,10.84%,Morocco,"Life and Society,  , Celebrity",93.7K
Style By Ghita Haloui,566,"Stylée By Ghita Haloui
 @stylee.by.g.h",312.1K,0.14%,Morocco,"Careers,  , Fashion,  , Lifestyle,  , Styling",93.6K
ALI RAHAL ESSOULAMI,567,"ALI RAHAL ESSOULAMI
 @aretrendylife",312K,7.3%,Morocco,,93.6K
swilah |  ,568,"swilah | صويلح 🇲🇦
 @swaylahsoghar",311.8K,0.21%,Morocco,"Entertainment and Music,  , Funny,  , Politics,  , Gym",93.5K
Hind,569,"Hind
 @hind_ik",311.7K,0.11%,Morocco,"Fashion,  , Travel,  , Lifestyle",93.5K
Morocco,570,"🇲🇦🇲🇦🇲🇦Morocco🇲🇦🇲🇦🇲🇦
 @magnificence_of_morocco",310K,0.31%,Morocco,"Travel,  , Product Education",93K
Oussama Benjelloun Officiel,571,"Oussama Benjelloun Officiel
 @oussamabenjell",307K,0.24%,Morocco,"Entertainment and Music,  , Acting and Drama",92.1K
  ,572,"🥀ＳＡＬＷＡ 🎗ＮＡＷＨＩ🥀 نيروبي
 @salwa_nawhii.01",307K,1.99%,Morocco,"Food,  , Beauty and Self Care,  , Fashion and Accessories",92.1K
    ,573,"المغربيات 🇲🇦 أجمل نساء الكون
 @ezzawajelhalale",306.6K,0.5%,Morocco,,92K
     ,574,"🌿🌿🌿 تنظيم البيت مع منى 🌿🌿🌿🌿
 @mouna_home_channel",306K,1.71%,Morocco,"Home and Garden,  , DIY and Life Hacks,  , Education",91.8K
Houda Rihani,575,"Houda Rihani
 @houda_rihani",305.4K,0.72%,Morocco,"Acting and Drama,  , Celebrity",91.6K
Safaa.Radoua ,576,"Safaa.Radoua 🇲🇦
 @safaa.radoua",305.2K,-,Morocco,"Fashion and Accessories,  , Beauty and Self Care,  , Travel,  , Entertainment and Music",91.6K
chhiwat_oum_malak,577,"chhiwat_oum_malak
 @cocina_con_iman",305.2K,0.92%,Morocco,Food,91.6K
Doc_fadwa,578,"Doc_fadwa
 @doc_fadwa",305.1K,1.02%,Morocco,Beauty and Self Care,91.5K
 ,579,"زهرة 🌸
 @maya_beauty_1",305K,1.58%,Morocco,"Beauty and Self Care,  , Parenting",91.5K
Amine Ennaji |  ,580,"Amine Ennaji | أمين الناجي
 @amineennajiofficiel",304.8K,1.85%,Morocco,"Entertainment and Music,  , Celebrity,  , Actors",91.4K
 Shoping.ma ,581,"🌸🌵 Shoping.ma 🌵🌸
 @shoping.ma",304.8K,0.02%,Morocco,,91.4K
    ,582,"👑 الزين لمن عطاه الله
 @zine_lmen3tah_allah",304.8K,0.6%,Morocco,Beauty and Self Care,91.4K
Fashion Style Morocco ,583,"Fashion Style Morocco 🇲🇦
 @fashion.style.morocco",303.8K,-,Morocco,"Fashion and Accessories,  , Modeling,  , Lifestyle",91.1K
  ,584,"خبار المشاهير 👀
 @khbar_elmachahir",303.7K,0.4%,Morocco,,91.1K
SABER CHAIB,585,"SABER CHAIB
 @saberchaib1",302.1K,0.65%,Morocco,"Pets,  , Music,  , Actors",90.6K
Sara_bahaoui,586,"Sara_bahaoui
 @sara_bahaoui1",301.3K,0.7%,Morocco,Fashion,90.4K
Imane EL Makeup Artist,587,"Imane EL Makeup Artist💄
 @imane__makeup",300.8K,1.87%,Morocco,Beauty and Self Care,90.2K
Moroccan Girl ,588,"Moroccan Girl 💫
 @bubblez_cold",300.5K,2.1%,Morocco,"Beauty and Self Care,  , Music,  , Modeling,  , Entertainment",90.2K
